ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
080411935X	Standing in the rainbow	Fannie Flagg	NODESCRIPTION	Fiction|Mothers and sons|Sales personnel|Women in radio broadcasting|Blind musicians|Gospel musicians|Accessible book|Protected DAISY|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/6565237-M.jpg	2003	Ballantine Books
1563524317	Down on Ponce	Fred Willard	NODESCRIPTION	Criminals|Fiction|Marginality, Social|Organized crime|Social Marginality	https://covers.openlibrary.org/b/id/797487-M.jpg	1997	Longstreet Press
8421615386	El Tiempo y la Promesa	Concha Lopez Narvaez	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5258977-M.jpg	1990	Lectorum Publications
3257233027	Richtig leben mit Geri Weibel. Neue Folge.	Martin Suter	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/999170-M.jpg	2002	Diogenes Verlag
325723273X	Richtig leben mit Geri Weibel.	Martin Suter	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/999157-M.jpg	2001	Diogenes Verlag
3442429439	Die geheime Geschichte	Donna Tartt	NODESCRIPTION	Fiction|College students|Teacher-student relationships|Classicists|Murder|Murderers|Accessible book|Protected DAISY|Detective and mystery stories|In library	NOIMAGE	1995	Goldmann
051513287X	Face the fire	Nora Roberts	NODESCRIPTION	Fiction|Witches|Islands|Accessible book|Protected DAISY|Large type books|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/6941419-M.jpg	2002	Jove Books
055329461X	The difference engine	William F. Gibson|Bruce Sterling	NODESCRIPTION	American Science fiction|Computers|Fiction|Steampunk|Steampunk fiction	NOIMAGE	1992	Spectra
055357549X	Holy Fire	Bruce Sterling	Mia Ziemann needed to know what to wear at a deathbed.	NOGENRE	https://covers.openlibrary.org/b/id/372575-M.jpg	1997	Bantam Books
1568650418	The Elric Saga Part II The Vanishing Tower; The Bane of the Black Sword; Stormbringer.	Michael Moorcock	NODESCRIPTION	NOGENRE	NOIMAGE	1984	Doubleday Books
1566393523	The feel of silence	Bonnie P. Tucker	NODESCRIPTION	Biography|Deaf lawyers	https://covers.openlibrary.org/b/id/806439-M.jpg	1995	Temple University Press
089281313X	Seekers of the healing energy	Mary Coddington	NODESCRIPTION	Alternative medicine|Suggestive Therapeutics	https://covers.openlibrary.org/b/id/1650651-M.jpg	1991	Healing Art Press
2877141667	L' éducation sentimentale	Gustave Flaubert	NODESCRIPTION	Facsimiles|French Manuscripts|Manuscripts|Notebooks, sketchbooks|Textual Criticism	NOIMAGE	2000	Bookking International
2742702458	La Virevolte	Nancy Huston	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2168974-M.jpg	1999	Actes Sud
2253182389	Meurtres en soutane	P. D. James	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/977889-M.jpg	2003	Le Livre de Poche
1550223968	Too close to the falls	Catherine Gildiner	NODESCRIPTION	Social life and customs|Childhood and youth|Biography	https://covers.openlibrary.org/b/id/768476-M.jpg	1999	Independent Pub Group
014043187X	The picture of Dorian Gray	Oscar Wilde	NODESCRIPTION	Fiction|Portraits|Conduct of life|Appearance (Philosophy)|Youthfulness|Ficción|History|Supernatural|Retratos|Future life|Juventud|Conducta (Etica)|Soul|Conducta (Ética)|Translations into Yiddish|Aspecto (Filosofía)|Novela didáctica|Accessible book|OverDrive|Classic Literature|Protected DAISY|In library|Paranormal fiction|Popular Print Disabled Books	NOIMAGE	1985	Penguin Books
189251415X	The bearded lady	Sharlee Dieguez	NODESCRIPTION	Fiction|Sisters|Circus|Women circus performers	https://covers.openlibrary.org/b/id/941568-M.jpg	1999	Guernica Editions
014018869X	Cold Comfort Farm	Stella Gibbons	THE education bestowed on Flora Poste by her parents had been expensive, athletic and prolonged; and when they died within a few weeks of one another during the annual epidemic of the influenza or Spanish Plague which occurred in her twentieth year, she was discovered to possess every art and grace save that of earning her own living.|THE education bestowed on Flora Poste by her parents had been expensive, athletic and prolonged; and when they died within a few weeks of one another during the annual epidemic of the influenza or Spanish Plague which occurred in her twentieth year, she was discovered to possess every art and grace save that of earning her own living.	Family|Farm life|Fiction|Literature|OverDrive|Rural families|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/97898-M.jpg	1995	Penguin Books
1401068049	Revelation and the Fall of Judea	Maurice A. Williams	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2736641-M.jpg	2002	Xlibris Corporation
2070374637	L'Ami retrouvé	Fred Uhlman	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7271272-M.jpg	1983	Gallimard
2890377741	Lame	Esther Rochon	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Editions Québec/Amérique
3423350024	Der Wahnsinn der Normalität.	Arno Gruen	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3190682-M.jpg	1989	Dtv
034536662X	Jacob the Baker	Noah benShea	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5006808-M.jpg	1990	Ballantine Books
1566492785	The Tao of Bada Bing	David Chase	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/806938-M.jpg	2003	"Carhil Ventures, LLC"
3257229534	Der Vorleser	Bernhard Schlink	NODESCRIPTION	Fiction|World War, 1939-1945|War crime trials|Atrocities	NOIMAGE	1999	Diogenes Verlag AG
034538475X	Vampire chronicles	Anne Rice	NODESCRIPTION	Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/6951800-M.jpg	1993	Ballantine Books
055327418X	Startide rising	David Brin	NODESCRIPTION	Science fiction|Hugo Award Winner|award:hugo_award=1984|award:hugo_award=novel|Protected DAISY|In library	NOIMAGE	1993	Spectra Books
087100240X	Psychic Tarot	Craig Junjulas	NODESCRIPTION	Occultism|Parapsychology|Tarot	NOIMAGE	1985	"Morgan &amp; Morgan, Inc."
1593100825	Highland legacy	Tracey V. Bateman	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/869827-M.jpg	2004	Barbour Publishing
1591451124	Deep in the Heart	Gilbert Morris	NODESCRIPTION	Fiction|Triangles (Interpersonal relations)|Mothers and daughters|Indian captivities|Women pioneers|Widows|San Jacinto, Battle of, Tex., 1836|History|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/864397-M.jpg	2003	Integrity Publishers
1593101678	Kansas Brides	Denise Hunter	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/869864-M.jpg	2004	Barbour Publishing
037327372X	To the limit	Virginia Kelly	NODESCRIPTION	Protected DAISY	https://covers.openlibrary.org/b/id/2409658-M.jpg	2004	Silhouette
1551666685	Embrace the twilight	Maggie Shayne	NODESCRIPTION	Fantasy|Fiction|OverDrive|Paranormal|Romance|Vampires	https://covers.openlibrary.org/b/id/771448-M.jpg	2003	Mira Books
034539657X	Dark rivers of the heart	Dean Ray Koontz	NODESCRIPTION	Conspiracies|Fiction|Government investigators|OverDrive|Political crimes and offenses|Suspense|Comspiracies|Accessible book|Protected DAISY|In library|Political fiction	https://covers.openlibrary.org/b/id/6485306-M.jpg	1995	Ballantine Books
037329168X	Magic And Mist (Historical)	Theresa Michaels	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/218205-M.jpg	2001	Harlequin
034545104X	Flesh tones	Rose, M. J.	NODESCRIPTION	Fiction|Trials (Murder)|Protected DAISY	https://covers.openlibrary.org/b/id/210533-M.jpg	2002	Ballantine Books
080901548X	The dark child	Camara, Laye.	NODESCRIPTION	Accessible book|Biography|Guinea|Guinean Authors|Protected DAISY|Social life and customs	NOIMAGE	1954	"Farrar, Straus and Giroux"
1558850481	Zoot suit and other plays	Luis Valdez	NODESCRIPTION	Drama|Mexican Americans|Protected DAISY	https://covers.openlibrary.org/b/id/785651-M.jpg	1992	Arte Publico Press
038079893X	The Coronado Conspiracy	George Galdorisi	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/236671-M.jpg	1998	Avon
9721013412	Os Maias	Eca de Queiros	NODESCRIPTION	NOGENRE	NOIMAGE	0	Publicacoes Europa-America
074346771X	S.W.A.T.	Diane Carey	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/478157-M.jpg	2003	Pocket Star
1878067745	Solo	Susan Fox Rogers	I DIDN'T WANT to hike anyplace where there was history.	NOGENRE	https://covers.openlibrary.org/b/id/924032-M.jpg	1996	Seal Press (WA)
1588512681	Demonlands	Anthony M. Fauglid	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1963520-M.jpg	2001	Publishamerica
1880089858	Woman, Thou Art Loosed	T. D. Jakes	The cathedral was filled to capacity.	Fiction|Religious life|Christian women|Spiritual healing|Women|Conduct of life|Dysfunctional families|Christianity|Religious aspects of Women	https://covers.openlibrary.org/b/id/926301-M.jpg	1994	Bethany House Publishers
1844262553	Free	Vincent, Paul	NODESCRIPTION	Fiction|Stalkers	https://covers.openlibrary.org/b/id/894908-M.jpg	2003	Upfront Publishing
3442411580	Die Löwin von Aquitanien	Tanja Kinkel	NODESCRIPTION	NOGENRE	NOIMAGE	1991	Goldmann
3548600867	Die Totenwäscherin.	Helga Hegewisch	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1020028-M.jpg	2001	Ullstein TB-Vlg
3596124166	Flush	Virginia Woolf	NODESCRIPTION	Fiction|Dogs|Legends and stories|Biography|Flush (Dog)|Women poets|Women dog owners|Human-animal relationships|English Poets|Legends|Folklore|Anecdotes|Fiction s.|Protected DAISY|In library	NOIMAGE	1994	"Fischer (Tb.), Frankfurt"
3257227809	Venezianisches Finale	Donna Leon	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Diogenes Verlag
344244392X	Das Tagebuch Der Bridget Jones	Helen Fielding	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1006744-M.jpg	2000	"Wilhelm Goldmann Verlag, GmbH"
3546001575	Der Geschichtenmacher.	Kjell Johansson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3232802-M.jpg	1999	Claassen Verlag
3462029916	Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv)	Ahne	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2207120-M.jpg	2001	"Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag"
3423203668	Die fünfte Frau	Henning Mankell	NODESCRIPTION	NOGENRE	NOIMAGE	2000	Dtv
3423204206	Die Falsche Fahrte	Henning Mankell	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1003529-M.jpg	2001	Dtv
055325636X	Terror on Kabran	Richard Brightfield	NODESCRIPTION	NOGENRE	NOIMAGE	1986	Bantam Books
037570387X	The autograph man	Zadie Smith	NODESCRIPTION	Fiction|Autographs|Collectors and collecting|Alex-Li Tandem (Fictitious character)|Protected DAISY	https://covers.openlibrary.org/b/id/6786306-M.jpg	2003	Vintage Books USA
1559029838	Daisy Miller	Henry James, Jr.	At the little town of Vevey, in Switzerland, there is a particularly comfortable hotel.|At the little town of Vevey, in Switzerland, there is a particularly comfortable hotel.	Fiction|Americans|Young women|Americans in fiction|Young women in fiction|Europe in fiction|Drama|Social life and customs|United States in fiction|Women travelers|Motion picture plays|Travel|Accessible book|OverDrive|Classic Literature|Historical Fiction|Romance|Protected DAISY|In library|Juvenile fiction|History|Adventure and adventurers|Ghost stories|Horror tales|American National characteristics|Animals|Children's stories, English|Short stories|Jungles|Mowgli (Fictitious character)	https://covers.openlibrary.org/b/id/5301930-M.jpg	0	Selldowns/no More Orders
3453151720	Der Poet.	Michael Connelly	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1009124-M.jpg	1999	Heyne
344242979X	Dunkles Leuchten.	David L. Lindsey	NODESCRIPTION	NOGENRE	NOIMAGE	1996	Goldmann
3423241012	Ich, meine Freundin und all diese Männer.	Binnie Kirshenbaum	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3190221-M.jpg	1997	Dtv
3423202343	Klett-Lesehefte - Level 10	J Smith	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3189981-M.jpg	1999	Dtv
1575663104	The Wall	Mary Roberts Rinehart	NODESCRIPTION	Accessible book|Protected DAISY|In library|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/828857-M.jpg	1998	Kensington Publishing Corporation
3492215416	Champagner und Kamillentee.	Franziska Stalmann	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3215266-M.jpg	1992	Piper
3499431009	Finstere Gründe.	Colin Dexter	NODESCRIPTION	NOGENRE	NOIMAGE	1993	Rowohlt Tb.
3442440246	Potsdamer Ableben.	Pieke Biermann	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2204707-M.jpg	1998	Goldmann
3746618959	Sommer Ende Zwanzig.	Claudio Paglieri	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3244449-M.jpg	2003	Aufbau Tb
3257228449	Der kugelrunde Roberto.	Susanna Tamaro	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3177027-M.jpg	1995	Diogenes Verlag
3570204758	Windmähne. ( Ab 10 J.).	Sigrid Heuck	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3235880-M.jpg	1999	"Bertelsmann, M�?¼nchen"
3548680291	Yeats ist tot! 15 Autoren schreiben einen sehr irischen Roman.	Frank McCourt	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2230859-M.jpg	2001	Ullstein TB-Vlg
3442450144	Ehrensache.	Ian Rankin	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1006862-M.jpg	2002	Goldmann
3442727758	Das letzte Konzert.	Bruce Alexander	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3198734-M.jpg	2001	Btb Bei Goldmann
3426620685	Süden und der Strassenbahntrinker	Friedrich Ani	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1004705-M.jpg	2002	"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
3596505429	Alberta empfängt einen Liebhaber. Jubiläums- Edition.	Birgit Vanderbeke	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3240270-M.jpg	2002	"Fischer (Tb.), Frankfurt"
1590383141	The forgotten treasure	C. B. Andersen	NODESCRIPTION	Family life|Fiction|Mormons|Vacations	https://covers.openlibrary.org/b/id/859925-M.jpg	2004	Deseret Book Company
3596271088	Hexenjagd	Arthur Miller	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1022878-M.jpg	1984	"Fischer (Tb.), Frankfurt"
3596270952	Tod eines Handlungsreisenden	Arthur Miller	NODESCRIPTION	Drama|Sales personnel|Fathers and sons|Willy Loman (Fictitious character)|Selling|Willy Loman|American drama|Characters|Accessible book|Protected DAISY|OverDrive|Classic Literature|Fiction|Play|Willy Loman (fictitious character)|In library	NOIMAGE	1986	"Fischer (Tb.), Frankfurt"
8477204055	El caballero de la armadura oxidada	Fisher, Robert	NODESCRIPTION	Caballeros y caballería|Conduct of life|Conducta (Etica)|Ficción juvenil|Fiction|Knights and knighthood|Accessible book|Protected DAISY|In library	NOIMAGE	2000	Obelisco
051512317X	Rising tides	Nora Roberts	NODESCRIPTION	Fiction|Brothers|Boatbuilding|Bays|Accessible book|Protected DAISY|Quinn family (Fictitious characters)|Boatbuilding x Fiction|In library|Popular Print Disabled Books	https://covers.openlibrary.org/b/id/6558584-M.jpg	2001	Jove Books
044012929X	God bless you, Mr. Rosewater	Kurt Vonnegut	NODESCRIPTION	Fiction|Satire|Philanthropists in Fiction|Accessible book|Fiction in English|In library|Protected DAISY	https://covers.openlibrary.org/b/id/6998983-M.jpg	1991	Dell Publishing Company
080215185X	Teach Us to Outgrow Our Madness: Four Short Novels	Kenzaburo Oe	Deep one night he was trimming his nose that would never walk again into sunlight atop living legs, busily feeling every hair with a Rotex rotary nostril clipper as if to make his nostrils as bare as a monkey's, when suddenly a man, perhaps escaped from the mental ward in the same hospital or perhaps a lunatic who happened to be passing, with a body abnormally small and meagre for a man save only for a face as round as a Dharma's and covered in hair, sat down on the edge of his bed and shouted, foaming,-What in God's name are you?	NOGENRE	https://covers.openlibrary.org/b/id/569634-M.jpg	1977	Grove Press
888183152X	Uno, Nessuno E Centomila	Pirandello	NODESCRIPTION	NOGENRE	NOIMAGE	0	Feltrinelli
8806155873	Un giorno dopo l'altro	Carlo Lucarelli	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4925417-M.jpg	2000	Einaudi
3821829494	Ensel und Krete	Walter Moers	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1029174-M.jpg	2000	Eichborn
1556614438	Fire by night	Lynn N. Austin	NODESCRIPTION	Female friendship|Fiction|History|Nurses|Passing (Identity)|United States Civil War, 1861-1865|Women soldiers|Young women	https://covers.openlibrary.org/b/id/778410-M.jpg	2003	Bethany House Publishers
048640076X	The warden	Anthony Trollope	NODESCRIPTION	Fiction|Barsetshire (England : Imaginary place)|Clergy|Almshouses|Accessible book|OverDrive|Classic Literature|Protected DAISY|In library	https://covers.openlibrary.org/b/id/312412-M.jpg	1998	Dover Publications
8432227587	UN Reparti De Asesinos	Sidney D. Kirkpatrick	NODESCRIPTION	NOGENRE	NOIMAGE	2003	Planeta Pub Corp
8420638307	En los reinos de Taifa	Goytisolo, Juan.	NODESCRIPTION	Biography|Spanish Novelists	NOIMAGE	1999	Alianza
8420672319	El sueño eterno	Raymond Chandler	NODESCRIPTION	Fiction|Philip Marlowe (Fictitious character)|Private investigators|Ficción|Investigadores privados|Detective and mystery stories|Fiction in English|Novela de misterio|Marlowe, Philip (Personaje literario)|Los Angeles (Calif.)|Sexuality|Los Ángeles (California)|Large type books|Women|OverDrive|Mystery	NOIMAGE	2001	Alianza
8466301151	Ella, maldita alma	Manuel Rivas	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1047713-M.jpg	2002	Punto de Lectura
8806143042	Almost blue	Carlo Lucarelli	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1049032-M.jpg	1997	Einaudi
156245191X	The Secret Language of Men	Sherrie Weaver	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2914074-M.jpg	1995	Great Quotations
